Symbol,Current Price,Date,Time,Change,Open,High,Low,Volume,Trade Date,Purchase Price,Quantity,Commission,High Limit,Low Limit,Comment
NOW,798.44,2024/02/08,15:04 EST,8.049988,792.0,800.3,790.84,633029,,,,,,,
SNOW,223.178,2024/02/08,15:04 EST,4.947998,219.3,226.29,218.31,4962181,,,,,,,
CRM,291.49,2024/02/08,15:04 EST,2.649994,289.3,293.11,288.98,2712332,,,,,,,
AKAM,126.95,2024/02/08,15:04 EST,1.3799973,125.09,127.335,125.055,923254,,,,,,,
SHOP,87.5399,2024/02/08,15:04 EST,2.3699036,85.03,91.4362,84.9,17509975,,,,,,,
TGTX,14.725,2024/02/08,15:04 EST,0.3550005,14.32,14.815,13.97,2987119,,,,,,,
RIVN,15.985,2024/02/08,15:04 EST,0.8149996,15.2,16.0112,15.15,19814107,,,,,,,
TWLO,70.535,2024/02/08,15:04 EST,0.8250046,69.71,71.14,69.26,1471508,,,,,,,
Z,56.965,2024/02/08,15:04 EST,-0.28499985,57.25,57.49,56.47,1272679,,,,,,,
HOOD,11.195,2024/02/08,15:04 EST,0.1949997,11.05,11.34,11.0,5705269,,,,,,,
SEDG,76.4,2024/02/08,15:04 EST,0.22000122,75.83,77.56,74.26,1339144,,,,,,,
CVNA,52.34,2024/02/08,15:04 EST,4.25,48.32,52.555,47.5413,5956581,,,,,,,
KMX,72.78,2024/02/08,15:04 EST,0.47999573,72.01,73.201,71.9,856308,,,,,,,
EXFY,1.675,2024/02/08,15:02 EST,0.06499994,1.61,1.7,1.61,296419,,,,,,,
AAL,14.925,2024/02/08,15:04 EST,0.015000343,14.98,14.99,14.605,20870196,,,,,,,
AMD,169.5428,2024/02/08,15:04 EST,-1.3972015,170.33,172.17,168.6,36210788,,,,,,,
BYND,6.49,2024/02/08,15:04 EST,0.27999973,6.34,6.5066,6.24,1290002,,,,,,,
AVPT,7.94,2024/02/08,15:03 EST,0.099999905,7.78,7.98,7.78,327276,,,,,,,
CHPT,2.095,2024/02/08,15:04 EST,0.14499998,1.96,2.1,1.94,9320683,,,,,,,
SOLO,0.2532,2024/02/08,15:02 EST,-0.008700013,0.26,0.2625,0.2401,525667,,,,,,,
NET,89.63,2024/02/08,15:04 EST,6.279999,83.75,89.7764,82.9,9510922,,,,,,,
CLLS,3.11,2024/02/08,15:00 EST,0.119999886,2.98,3.13,2.98,43574,,,,,,,
OKTA,84.77,2024/02/08,15:04 EST,1.2099991,83.34,85.475,82.705,769229,,,,,,,
