Symbol,Current Price,Date,Time,Change,Open,High,Low,Volume,Trade Date,Purchase Price,Quantity,Commission,High Limit,Low Limit,Comment
BMY,48.74,2024/02/08,15:58 EST,0.10000229,48.44,48.74,48.11,10886058,,,,,,,
BLK,792.7,2024/02/08,15:58 EST,-2.0,794.06,798.9399,787.5,298831,,,,,,,
BKR,29.295,2024/02/08,15:58 EST,0.17499924,28.99,29.455,28.91,7616922,,,,,,,
BKNG,3836.25,2024/02/08,15:58 EST,127.33008,3750.0,3838.45,3727.31,309787,,,,,,,
BK,55.14,2024/02/08,15:58 EST,-0.13000107,55.07,55.38,54.68,2260155,,,,,,,
BIO,326.445,2024/02/08,15:58 EST,1.2850037,322.74,328.52,323.84,106809,,,,,,,
BIIB,240.22,2024/02/08,15:58 EST,-0.31999207,239.89,240.54,237.535,512522,,,,,,,
BEN,26.79,2024/02/08,15:58 EST,0.0700016,26.77,26.93,26.48,1800639,,,,,,,
BDX,240.66,2024/02/08,15:58 EST,1.1800079,238.47,243.44,238.825,1340851,,,,,,,
BBY,75.54,2024/02/08,15:58 EST,0.05999756,75.56,75.94,75.04,1445288,,,,,,,
BBWI,44.445,2024/02/08,15:58 EST,0.35499954,44.21,44.73,43.77,1624361,,,,,,,
BAX,40.465,2024/02/08,15:58 EST,1.0849991,39.0,41.305,38.11,6641264,,,,,,,
BALL,59.22,2024/02/08,15:58 EST,0.72999954,58.58,59.57,58.34,1295162,,,,,,,
BAC,33.131,2024/02/08,15:58 EST,-0.048999786,33.05,33.275,32.8001,28608570,,,,,,,
BA,209.1796,2024/02/08,15:58 EST,-2.7404022,212.4,213.1,208.72,5217323,,,,,,,
AZO,2733.22,2024/02/08,15:58 EST,-109.32007,2757.0,2793.39,2707.5,209337,,,,,,,
AXP,210.955,2024/02/08,15:58 EST,1.875,208.25,211.16,207.95,3434632,,,,,,,
AWK,121.971,2024/02/08,15:58 EST,0.021003723,121.62,122.0,120.55,675194,,,,,,,
AVY,202.61,2024/02/08,15:52 EST,-0.4600067,203.92,204.465,200.42,233802,,,,,,,
AVGO,1274.24,2024/02/08,15:58 EST,17.179932,1267.0,1295.97,1265.01,2116625,,,,,,,
AVB,174.54,2024/02/08,15:58 EST,1.1199951,173.25,174.78,172.87,593755,,,,,,,
ATVI,,,,,,,,,,,,,,,
ATO,112.88,2024/02/08,15:58 EST,0.94999695,111.46,112.93,111.345,566614,,,,,,,
ARE,117.9,2024/02/08,15:58 EST,0.6800003,116.77,118.89,116.4768,848473,,,,,,,
APTV,81.31,2024/02/08,15:58 EST,-0.7099991,81.695,82.0,80.9,2865928,,,,,,,
APH,104.82,2024/02/08,15:58 EST,0.55999756,104.32,104.9684,104.31,1508323,,,,,,,
APD,219.7,2024/02/08,15:58 EST,4.319992,214.03,220.76,213.81,2533880,,,,,,,
APA,30.46,2024/02/08,15:58 EST,-0.09000015,30.59,30.81,30.3,5660749,,,,,,,
AOS,80.32,2024/02/08,15:58 EST,0.48000336,80.22,80.82,79.73,616596,,,,,,,
AON,306.465,2024/02/08,15:58 EST,4.5849915,301.5,307.14,301.1406,754393,,,,,,,
ANSS,345.015,2024/02/08,15:58 EST,8.085022,340.29,345.67,339.5,316122,,,,,,,
ANET,275.665,2024/02/08,15:58 EST,8.615021,270.0,278.88,269.14,2159627,,,,,,,
AMZN,169.6975,2024/02/08,15:58 EST,-0.8325043,169.65,171.42,168.88,35656256,,,,,,,
AMT,193.96,2024/02/08,15:58 EST,0.3400116,192.63,194.25,191.63,1303569,,,,,,,
AMP,394.31,2024/02/08,15:58 EST,4.299988,389.94,394.64,388.105,193979,,,,,,,
AMGN,294.815,2024/02/08,15:58 EST,-1.0549927,297.0,297.92,288.78,4707283,,,,,,,
AME,166.185,2024/02/08,15:58 EST,-0.54499817,167.6,167.83,165.55,726255,,,,,,,
AMD,169.27,2024/02/08,15:58 EST,-1.6699982,170.33,172.17,168.6,40637491,,,,,,,
AMCR,9.16,2024/02/08,15:58 EST,-0.22000027,9.37,9.375,8.87,10665048,,,,,,,
AMAT,173.87,2024/02/08,15:58 EST,2.9700012,169.99,174.99,169.38,4636435,,,,,,,
ALLE,130.5,2024/02/08,15:58 EST,3.5599976,128.76,130.51,127.825,609652,,,,,,,
ALL,161.7,2024/02/08,15:58 EST,3.0999908,163.0,168.05,159.95,3391132,,,,,,,
ALK,36.43,2024/02/08,15:58 EST,0.83000183,35.74,36.46,35.32,1373963,,,,,,,
ALGN,294.91,2024/02/08,15:58 EST,10.179993,285.37,296.6,283.67,922570,,,,,,,
ALB,114.19,2024/02/08,15:58 EST,-0.8600006,114.07,115.3388,112.28,1944395,,,,,,,
AKAM,126.725,2024/02/08,15:58 EST,1.1549988,125.09,127.335,125.055,1276119,,,,,,,
AJG,237.2,2024/02/08,15:58 EST,1.0,235.96,238.14,235.39,567161,,,,,,,
AIZ,174.7,2024/02/08,15:58 EST,-0.65000916,175.27,176.82,173.625,301093,,,,,,,
AIG,68.41,2024/02/08,15:58 EST,-1.3999939,69.77,69.72,67.96,4231436,,,,,,,
AFL,78.08,2024/02/08,15:58 EST,-0.75,78.63,78.975,77.425,1455529,,,,,,,
AES,16.21,2024/02/08,15:58 EST,-0.11000061,16.25,16.32,15.97,5357830,,,,,,,
AEP,75.9,2024/02/08,15:58 EST,-0.5499954,76.12,76.29,75.22,2695048,,,,,,,
AEE,67.89,2024/02/08,15:58 EST,-0.80000305,68.26,68.315,67.32,1229613,,,,,,,
ADSK,261.44,2024/02/08,15:58 EST,3.0100098,258.08,262.9175,258.02,586688,,,,,,,
ADP,251.03,2024/02/08,15:58 EST,0.7599945,249.99,251.03,248.395,817152,,,,,,,
ADM,52.67,2024/02/08,15:58 EST,-0.2100029,52.9,53.04,52.315,2685109,,,,,,,
ADI,194.11,2024/02/08,15:58 EST,2.1399994,192.97,195.17,191.905,1818514,,,,,,,
ADBE,615.49,2024/02/08,15:58 EST,-0.35998535,615.85,621.3394,612.51,1316786,,,,,,,
ACN,368.01,2024/02/08,15:58 EST,1.3600159,367.68,369.39,366.915,1273930,,,,,,,
ABT,112.155,2024/02/08,15:58 EST,-1.1549988,113.35,113.19,111.52,4820747,,,,,,,
ABMD,381.02,2022/12/21,16:00 EST,0.0,380.78,381.28,380.545,15702662,,,,,,,
A,134.08,2024/02/08,15:58 EST,1.2900085,132.42,134.81,132.232,1023810,,,,,,,
ABC,,,,,,,,,,,,,,,
ABBV,174.74,2024/02/08,15:58 EST,-0.269989,174.35,175.91,174.3,4181903,,,,,,,
AAPL,188.155,2024/02/08,15:58 EST,-1.2550049,189.385,189.535,187.35,32317979,,,,,,,
AAP,64.24,2024/02/08,15:58 EST,-1.8499985,64.81,65.28,63.79,1005498,,,,,,,
AAL,14.955,2024/02/08,15:58 EST,0.045000076,14.98,14.99,14.605,25901877,,,,,,,
